scenario,latencyAvg,rps,latencyMax,latencyStdev,totalRequests,latency99,debit,timeout,read,write,connect,name,cpu_0,dram_0,cpu,dram,level,display_name,classification,database,language,os,framework,webserver,orm,platform,approach,status,5xx
db,0.0034500000000000004,,0.06658,0.004059999999999999,2160251.0,,,,,,,spring,4642.237106323242,819.5890007019043,8798.940643310547,1713.1154556274414,256.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
db,0.0046,,0.06326,0.00384,1793940.0,,,0.0,0.0,0.0,478.0,spring,4359.598739624023,797.716609954834,8260.267715454102,1635.1580505371094,512.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.0,,0.0,0.0,1.0,,,,,,,spring,990.3358764648438,217.0998687744141,1736.5145263671875,427.0092697143554,0.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.0056500000000000005,,0.21030000000000001,0.004240000000000001,1890605.0,,,,,,,spring,4694.037704467773,828.5429801940918,8976.091598510742,1705.9599571228027,1.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.01908,,0.15697,0.00817,514027.0,,,,,,,spring,4463.761596679688,789.7018356323242,8496.361312866211,1625.7490730285645,5.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.03628,,0.10512,0.00809,265096.0,,,,,,,spring,4372.793838500977,757.1097526550293,8278.922241210938,1568.5065612792969,10.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.05447,,0.13429,0.01011,176480.0,,,,,,,spring,4523.372955322266,782.2826461791992,8567.171600341797,1616.7378883361816,15.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.07265,,0.14517,0.01182,132273.0,,,,,,,spring,4418.113250732422,763.9652061462402,8382.65609741211,1577.766212463379,20.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.10801000000000001,,0.2017,0.014480000000000002,88900.0,,,,,,,spring,4270.381134033203,742.1768455505371,8102.7313232421875,1524.5636253356934,30.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
update,0.18056,,0.27645,0.0194,53103.0,,,,,,,spring,4248.858459472656,738.1996803283691,8057.577575683594,1514.6743850708008,50.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
json,0.0,,0.0,0.0,1.0,,,,,,,spring,945.646484375,201.9619255065918,1665.0572509765625,395.0066947937012,0.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
json,0.00049199,,0.01078,0.000499,765085.0,,,,,,,spring,3300.2815704345703,626.9972877502441,6246.917068481445,1286.0084953308103,16.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
json,0.0013100000000000002,,0.01058,0.0014,681421.0,,,,,,,spring,3143.312225341797,598.1560592651367,5959.325180053711,1238.716552734375,32.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
json,0.0013000000000000002,,0.01153,0.00158,751328.0,,,,,,,spring,3257.889266967773,618.2978248596191,6180.953872680664,1284.5946807861328,64.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
json,0.00128,,0.01427,0.00115,2151473.0,,,,,,,spring,4269.499954223633,778.7447891235352,8149.916229248047,1640.5728569030762,128.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
json,0.00311,,0.057600000000000005,0.00371,2419842.0,,,,,,,spring,4398.080123901367,823.6909217834473,8461.851776123047,1715.6095848083496,256.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
json,0.004370000000000001,,0.05478,0.0034100000000000003,2444359.0,,,,,,,spring,4424.620712280273,845.6028442382812,8498.282836914062,1728.4823837280271,512.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.0,,0.0,0.0,1.0,,,,,,,spring,952.3585968017578,204.56415557861328,1670.4974975585938,403.872486114502,0.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.00515,,0.07358,0.00413,2122283.0,,,,,,,spring,4620.484237670898,831.8183059692383,8876.753433227539,1729.7696838378906,1.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.00928,,0.057229999999999996,0.0039700000000000004,1051437.0,,,,,,,spring,4769.390487670898,832.533863067627,9092.184661865234,1756.2470626831057,5.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.01595,,0.07028000000000001,0.00514,604511.0,,,,,,,spring,4711.869110107422,813.1241874694824,8960.262435913086,1707.7039070129397,10.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.02279,,0.08274,0.0061200000000000004,422317.0,,,,,,,spring,4924.343795776367,840.8352661132812,9360.33805847168,1773.7429885864258,15.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.02972,,0.08563,0.007,323632.0,,,,,,,spring,4716.874633789063,805.1005668640137,8968.655242919922,1693.775032043457,20.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.04387,,0.09843,0.008400000000000001,219180.0,,,,,,,spring,4703.687469482422,803.8432388305664,8936.55648803711,1687.729118347168,30.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
query,0.07199,,0.13288999999999998,0.01065,133480.0,,,,,,,spring,4661.343933105469,796.9593048095703,8850.420822143555,1667.9336624145508,50.0,spring-jdbc,fullstack,postgres,java,linux,spring,none,micro,tomcat,realistic,sucess,
fortune,0.0,,0.0,0.0,1.0,,,,,,,undertow-postgresql,1014.5331878662108,220.76597595214844,1769.010513305664,436.2427520751953,0.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
fortune,0.00029685000000000003,,0.00993,0.00019432,1078963.0,,,,,,,undertow-postgresql,3432.7599487304688,653.2303695678711,6453.102935791016,1303.2225608825684,16.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
fortune,0.00078795,,0.01479,0.0012,1646025.0,,,,,,,undertow-postgresql,3739.6910247802734,710.7421646118164,7113.128494262695,1418.0484771728516,32.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
fortune,0.00069398,,0.01471,0.00118,2091671.0,,,,,,,undertow-postgresql,3896.59294128418,730.0465660095215,7386.706329345703,1461.322769165039,64.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
fortune,0.00073796,,0.02048,0.00107,4083520.0,,,,,,,undertow-postgresql,4774.023422241211,889.7904090881348,9089.053466796877,1794.312126159668,128.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
fortune,0.0011899999999999999,,0.02092,0.00061709,4156925.0,,,,,,,undertow-postgresql,5123.43293762207,968.4247360229492,9715.286148071287,1936.686298370361,256.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
fortune,0.00234,,0.04739,0.0006905599999999999,4157477.0,,,,,,,undertow-postgresql,5010.583969116211,945.9732971191406,9516.651351928713,1888.362529754639,512.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
db,0.0,,0.0,0.0,1.0,,,,,,,undertow-postgresql,1018.6477966308594,241.0395126342773,1793.652587890625,473.8443260192871,0.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
db,0.00033679,,0.01345,0.00039969999999999996,1198557.0,,,,,,,undertow-postgresql,3233.9588165283203,592.6306381225586,6051.892623901367,1172.2361679077148,16.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
db,0.00081271,,0.01779,0.00127,1961216.0,,,,,,,undertow-postgresql,3515.2137145996094,621.6125793457031,6663.224426269531,1236.1421737670898,32.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
db,0.00065399,,0.014060000000000001,0.00115,2469500.0,,,,,,,undertow-postgresql,3699.413330078125,642.7469482421875,7028.397842407227,1276.8196029663086,64.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
db,0.0005344600000000001,,0.01643,0.00063589,5133522.0,,,,,,,undertow-postgresql,4831.497055053711,826.3545036315918,9205.62841796875,1646.6853065490725,128.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
db,0.00093,,0.013300000000000001,0.00034839999999999996,5185418.0,,,,,,,undertow-postgresql,4708.501998901367,800.4652328491211,8954.74690246582,1614.673240661621,256.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
db,0.00185,,0.012740000000000001,0.00031412,5182144.0,,,,,,,undertow-postgresql,4708.263809204102,800.839656829834,8950.221420288086,1615.2110290527344,512.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.0,,0.0,0.0,1.0,,,,,,,undertow-postgresql,1066.7355651855469,239.65477752685547,1838.7838439941409,465.2670364379883,0.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.005030000000000001,,0.14235,0.0053,2392891.0,,,,,,,undertow-postgresql,4319.0531005859375,735.3332977294922,8218.67788696289,1464.672477722168,1.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.012289999999999999,,0.16996,0.01042,860703.0,,,,,,,undertow-postgresql,3752.251098632813,612.9970893859863,7119.11181640625,1221.9529418945312,5.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.020210000000000002,,0.14353,0.010750000000000001,486255.0,,,,,,,undertow-postgresql,3774.174301147461,607.6258506774902,7023.176284790039,1211.771656036377,10.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.02847,,0.18402000000000002,0.01328,342392.0,,,,,,,undertow-postgresql,3618.0161895751953,581.2143478393555,6837.891983032227,1162.510036468506,15.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.03691,,0.20609,0.01549,262612.0,,,,,,,undertow-postgresql,3796.435546875,607.0512847900391,7111.978713989258,1214.5311965942385,20.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.054340000000000006,,0.33148000000000005,0.02022,177848.0,,,,,,,undertow-postgresql,3653.674865722656,590.0644989013672,6892.882507324219,1178.4004135131836,30.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
update,0.08827,,0.38139,0.025230000000000002,108971.0,,,,,,,undertow-postgresql,3524.2135467529297,568.3056297302246,6654.130294799805,1135.4099349975586,50.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.0,,0.0,0.0,1.0,,,,,,,undertow-postgresql,971.830322265625,211.8357391357422,1692.606414794922,415.9260787963867,0.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.00186,,0.016440000000000003,0.00033531,5165157.0,,,,,,,undertow-postgresql,4626.953765869141,797.9548301696777,8807.983306884766,1602.1291885375977,1.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.00853,,0.09736,0.0066500000000000005,1235130.0,,,,,,,undertow-postgresql,4089.112808227539,652.1756172180176,7775.412017822266,1309.5402603149414,5.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.01567,,0.1267,0.00911,631492.0,,,,,,,undertow-postgresql,3887.686141967773,609.1648178100586,7359.561767578125,1219.460712432861,10.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.02293,,0.13733,0.01115,425149.0,,,,,,,undertow-postgresql,3820.2379608154297,594.8420448303223,7208.21223449707,1192.1147842407229,15.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.03039,,0.16741999999999999,0.013210000000000001,319207.0,,,,,,,undertow-postgresql,3966.154876708984,619.1712760925293,7469.042922973633,1239.3058166503906,20.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.04542,,0.21176,0.016980000000000002,212653.0,,,,,,,undertow-postgresql,3755.625213623047,583.5587463378906,7057.091903686523,1167.9866371154783,30.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
query,0.07533,,0.2556,0.02298,127767.0,,,,,,,undertow-postgresql,3674.076431274414,581.1159896850586,6990.396728515625,1164.7191123962402,50.0,undertow-postgresql,platform,postgres,java,linux,none,none,raw,undertow,realistic,sucess,
fortune,0.0,,0.0,0.0,1.0,,,,,,,wicket,941.0678863525392,214.0945281982422,1678.4524993896484,419.6929817199707,0.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
fortune,0.00076264,,0.00543,0.00018663,418763.0,,,,,,,wicket,1537.4777374267578,680.1657524108887,5318.72087097168,1326.2800903320312,16.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
fortune,0.00093,,0.00992,0.00033436,692441.0,,,,,,,wicket,3749.276123046875,760.8566398620605,7547.708435058594,1535.8357620239258,32.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
fortune,0.00111,,0.00979,0.0004886199999999999,719870.0,,,,,,,wicket,4206.6348876953125,818.4728202819824,8250.91487121582,1657.8489685058594,64.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
fortune,0.00363,,0.03754,0.00314,745002.0,,,,,,,wicket,4386.276016235352,821.6090774536133,8361.826232910156,1671.9738464355469,128.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
fortune,0.00779,,0.08954000000000001,0.00768,739882.0,,,,,,,wicket,4412.780181884766,825.0164031982422,8401.229400634766,1685.1508865356443,256.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
fortune,0.0165,,0.22275,0.01739,728244.0,,,,,,,wicket,4425.137313842773,827.7470016479492,8418.41667175293,1696.7997665405271,512.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
plaintext,0.0,,0.0,0.0,1.0,,,,,,,wicket,1118.0408782958984,246.60926055908203,1905.8748474121087,484.1234893798828,0.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
plaintext,0.02495,,0.22674000000000002,0.0125,1732398.0,,,,,,,wicket,2679.026733398437,570.4944648742676,5043.102615356445,1146.4639854431152,256.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
plaintext,0.02931,,0.99027,0.04723,6741666.0,,,,,,,wicket,3604.847930908203,713.7304191589355,6830.649429321289,1454.8967323303225,1024.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
plaintext,0.11989,,4.05,0.21165,9225354.0,,,0.0,2355.0,0.0,0.0,wicket,4527.904357910156,879.1357002258301,8623.846755981445,1817.1105041503904,4096.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
plaintext,0.13361,,7.16,0.21780000000000002,9578417.0,,,22.0,11367.0,0.0,0.0,wicket,4336.675979614258,829.9408912658691,8275.038757324219,1695.325351715088,16384.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
plaintext,0.15256,,7.93,0.26569,9246552.0,,,25.0,10651.0,0.0,4177.0,wicket,4507.613845825195,849.3680038452148,8603.329315185547,1773.291114807129,32384.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
db,0.0,,0.0,0.0,1.0,,,,,,,wicket,950.6935424804688,220.32920837402344,1698.1624450683594,434.9316940307617,0.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
db,0.0003674,,0.0061200000000000004,0.0001235,857489.0,,,,,,,wicket,1446.0851135253906,558.524284362793,4911.853118896484,1129.332836151123,16.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
db,0.00073197,,0.010150000000000001,0.0004283,897756.0,,,,,,,wicket,2272.1199493408203,548.0375366210938,5668.950958251953,1139.384895324707,32.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
db,0.0008900000000000001,,0.01385,0.0006083099999999999,903005.0,,,,,,,wicket,1952.3450317382808,561.1807975769043,5712.274063110352,1175.2979049682615,64.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
db,0.00309,,0.09687000000000001,0.0029300000000000003,896813.0,,,,,,,wicket,2127.2611541748047,547.9360885620117,5814.335647583008,1158.6655158996582,128.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
db,0.00636,,0.07492,0.00641,910377.0,,,,,,,wicket,3419.517578125,589.3583908081055,6654.045822143555,1289.536190032959,256.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
db,0.01295,,0.15484,0.01329,899862.0,,,,,,,wicket,3452.835647583008,591.8667907714844,6656.334320068359,1294.9121894836426,512.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,0.0,,0.0,0.0,1.0,,,,,,,wicket,942.8606567382812,217.02489471435547,1711.959457397461,430.9205627441406,0.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,0.09761,,0.89279,0.14145,234839.0,,,,,,,wicket,2265.663284301758,445.7149887084961,4262.416107177734,909.9158515930176,1.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,0.23526,,1.42,0.21942,48951.0,,,,,,,wicket,2109.9467010498047,437.52167892456055,3932.566665649414,873.9942970275879,5.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,0.40672,,2.05,0.27857,23516.0,,,,,,,wicket,2069.427719116211,436.6452026367188,3923.6649017333984,871.0066032409668,10.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,0.6287200000000001,,2.77,0.36214,15162.0,,,,,,,wicket,1924.9191284179688,411.3360099792481,3675.704299926758,822.5203475952148,15.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,0.79798,,3.40,0.32375,11643.0,,,,,,,wicket,1987.9747924804688,418.5087394714356,3713.4330444335938,831.3452529907227,20.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,1.24,,4.07,0.45309,7551.0,,,,,,,wicket,1848.7750854492188,404.1139869689941,3556.521530151367,800.6912231445312,30.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
update,1.94,,4.77,0.58505,4688.0,,,,,,,wicket,1750.903350830078,395.3487548828125,3484.877960205078,783.0541343688965,50.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
json,0.0,,0.0,0.0,1.0,,,,,,,wicket,988.6622009277344,226.26758575439453,1733.216766357422,441.0108833312988,0.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
json,0.00013125,,0.03052,0.00077709,3281962.0,,,,,,,wicket,3251.562744140625,585.1180610656738,6598.5186767578125,1236.2587928771973,16.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
json,0.00011406999999999998,,0.00663,0.0001675,5777643.0,,,,,,,wicket,3870.998260498047,658.3620147705078,7959.291198730469,1400.298812866211,32.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
json,0.00011756999999999999,,0.00759,0.00015534999999999998,6825493.0,,,,,,,wicket,4452.476501464844,686.0146446228027,8640.8125,1470.3988151550293,64.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
json,0.0005937399999999999,,0.01559,0.0009699999999999999,8912261.0,,,,,,,wicket,5004.994232177734,755.3598289489746,9567.785140991213,1637.057746887207,128.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
json,0.00244,,0.03013,0.00357,7661714.0,,,,,,,wicket,4862.037673950195,738.5232696533203,9300.083541870115,1594.6934623718262,256.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
json,0.005900000000000001,,0.0451,0.00827,7232231.0,,,,,,,wicket,4796.04328918457,715.4456977844238,9138.930557250977,1565.4281272888184,512.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.0,,0.0,0.0,1.0,,,,,,,wicket,902.3874816894532,209.99643325805664,1653.7689514160156,416.0958099365234,0.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.01289,,0.16071000000000002,0.01315,899788.0,,,,,,,wicket,3400.5270080566406,603.8942642211914,6507.597717285156,1283.5717811584473,1.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.04868,,0.33027,0.02886,202180.0,,,,,,,wicket,3074.746536254883,562.6171798706055,5824.230438232422,1149.9162292480469,5.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.09351000000000001,,0.6385299999999999,0.04269,103642.0,,,,,,,wicket,2982.706527709961,552.0412406921387,5658.936431884766,1118.9339179992676,10.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.13835,,0.808,0.05475,69651.0,,,,,,,wicket,3131.3885040283203,581.5246658325195,5882.755355834961,1176.0060386657717,15.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.18419,,0.72999,0.06573999999999999,52146.0,,,,,,,wicket,3040.5199432373047,562.4036865234375,5741.6136474609375,1137.1240882873535,20.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.27306,,1.33,0.08772,35083.0,,,,,,,wicket,3003.63102722168,559.2779159545898,5671.771118164063,1126.3880996704102,30.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
query,0.44569000000000003,,1.36,0.11206,21344.0,,,,,,,wicket,2800.3524017333984,540.1291923522949,5443.833465576172,1088.305320739746,50.0,wicket,fullstack,mysql,java,linux,wicket,resin,full,servlet,realistic,sucess,
fortune,0.0,,0.0,0.0,1.0,,,,,,,undertow-jersey,1036.9488830566406,249.51539993286133,1895.7919464111328,493.10647201538086,0.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
fortune,0.00095,,0.01256,0.00018708,336442.0,,,,,,,undertow-jersey,3506.256164550781,657.7807769775391,6656.555969238281,1302.528190612793,16.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
fortune,0.00102,,0.00928,0.00025033,630240.0,,,,,,,undertow-jersey,4326.566009521484,772.9055938720703,8214.346969604492,1529.0069732666016,32.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
fortune,0.00108,,0.00889,0.00026022,740960.0,,,,,,,undertow-jersey,4557.294448852539,804.8092575073242,8643.824523925781,1592.8078384399414,64.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
fortune,0.0032,,0.0368,0.00294,898601.0,,,,,,,undertow-jersey,4823.86247253418,856.4249305725098,9147.582000732422,1691.1522064208984,128.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
fortune,0.00827,,0.11601,0.00869,729541.0,,,,,,,undertow-jersey,4481.499069213867,804.0091590881348,8465.269302368164,1591.7056617736816,256.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
fortune,0.016399999999999998,,0.26814,0.01507,685136.0,,,,,,,undertow-jersey,4331.896270751953,787.1205711364746,8181.366134643555,1555.8462562561035,512.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
plaintext,0.0,,0.0,0.0,1.0,,,,,,,undertow-jersey,951.9789428710938,204.78565216064453,1673.8535919189453,401.5489921569824,0.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
plaintext,0.00846,,0.15625,0.00732,6498400.0,,,,,,,undertow-jersey,4379.236541748047,952.6010932922364,8289.295822143555,1874.1903381347656,256.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
plaintext,0.032880000000000006,,0.23407,0.02202,6320656.0,,,,,,,undertow-jersey,4257.034133911133,951.8966941833496,8059.133590698242,1878.8231391906736,1024.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
plaintext,0.12603,,0.61145,0.08109000000000001,6250992.0,,,0.0,515.0,0.0,0.0,undertow-jersey,4263.174896240234,962.6899337768556,8053.087615966797,1887.2618103027344,4096.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
plaintext,0.4566,,1.72,0.23803000000000002,6012768.0,,,0.0,3268.0,0.0,0.0,undertow-jersey,4293.447692871094,968.8316688537598,8106.1729736328125,1913.7677841186523,16384.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
plaintext,0.79929,,2.08,0.41569,5822368.0,,,0.0,2404.0,0.0,4168.0,undertow-jersey,4447.988906860352,999.6464385986328,8379.435256958008,1961.350227355957,32384.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
db,0.0,,0.0,0.0,1.0,,,,,,,undertow-jersey,987.5829925537108,231.2946739196777,1780.479965209961,454.6260757446289,0.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
db,0.0008039999999999999,,0.00749,0.00016591999999999998,394423.0,,,,,,,undertow-jersey,3486.610000610352,628.1423797607422,6622.876266479492,1237.1129150390625,16.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
db,0.00086,,0.00789,0.00021013999999999996,742029.0,,,,,,,undertow-jersey,4177.504898071289,714.0014801025391,7947.356033325195,1397.4567337036133,32.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
db,0.00091,,0.01226,0.00023105,878424.0,,,,,,,undertow-jersey,4341.841751098633,726.4693984985352,8231.444931030273,1422.5623016357422,64.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
db,0.00242,,0.023469999999999998,0.00185,1095277.0,,,,,,,undertow-jersey,4607.299133300781,781.3134117126465,8737.024429321289,1526.739170074463,128.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
db,0.00442,,0.017079999999999998,0.0011899999999999999,1088477.0,,,,,,,undertow-jersey,4585.455078125,779.5001487731934,8702.605026245117,1523.983917236328,256.0,undertow-jersey-c3p0,platform,mysql,java,linux,jersey,none,full,jax-rs,realistic,sucess,
